"질문 : 카우벨을 들으면 열이 치료되나요?. 용어설명 : 열병 : 체온 상승을 특징으로 하는 일반적인 의학적 징후. 사실목록 : ['발열은 체온이 정상 범위 이상으로 상승하는 것을 말합니다.', '열은 약물로 치료할 수 있거나 일반적으로 내버려두면 사라집니다.', '카우벨은 악기입니다.']. 용어설명과 사실목록을 바탕으로 질문의 답변으로 사실 또는 거짓 둘 중 하나를 선택하세요. 답변 : ",거짓
"질문 : 한 자릿수 피보나치 수에는 다섯 가지가 있나요?. 용어설명 : 피보나치 수 : 무한 피보나치 수열의 정수. 사실목록 : ['피보나치 수열의 처음 여섯 숫자는 1,1,2,3,5,8입니다.', '1은 두 배가 되므로 한 자리 숫자는 다섯 개뿐입니다.']. 용어설명과 사실목록을 바탕으로 질문의 답변으로 사실 또는 거짓 둘 중 하나를 선택하세요. 답변 : ",사실
"질문 : 폴란드 시인이 이슬람 종교에 관한 소네트를 썼나요?. 용어설명 : 소네트 : 열네 줄로 된 시의 형태; 13세기에는 엄격한 운율 체계와 특정 구조를 따르는 열네 줄의 시를 의미했습니다.. 사실목록 : ['아담 미키에비츠는 폴란드 시인입니다.', '아담 미키에비츠의 소네트 시퀀스는 크림 타타르족의 문화와 이슬람 종교에 크게 초점을 맞추고 있어요.']. 용어설명과 사실목록을 바탕으로 질문의 답변으로 사실 또는 거짓 둘 중 하나를 선택하세요. 답변 : ",사실
"질문 : 미국 사회에서 학사 학위에는 종종 윤년이 포함되나요?. 용어설명 : 사회 : 지속적인 사회적 상호 작용에 관여하는 사회 집단. 사실목록 : ['윤년은 4년마다 발생합니다.', '미국 사회에서 학사 학위를 취득하는 데는 약 4년이 걸립니다.']. 용어설명과 사실목록을 바탕으로 질문의 답변으로 사실 또는 거짓 둘 중 하나를 선택하세요. 답변 : ",사실
"질문 : 북극 물범이 운전면허 시험에 합격할 수 있을까?. 용어설명 : 북부 물개 : 북반구에서 가장 큰 모피 물개. 사실목록 : ['운전면허 시험은 교통 법규에 따라 운전할 수 있는 능력을 측정합니다.', '북방 물개는 합법적으로 운전할 수 있는 능력이 없습니다.']. 용어설명과 사실목록을 바탕으로 질문의 답변으로 사실 또는 거짓 둘 중 하나를 선택하세요. 답변 : ",거짓
"질문 : 번키 루이지애나의 모든 주민들에게 토라의 한 단어 이상을 알려줄 수 있나요?. 용어설명 : 토라 : 히브리어 성경의 처음 다섯 권. 사실목록 : ['토라 두루마리는 숙련된 서기관이 정확하게 복제해야 합니다.', '토라에는 총 8,674개의 단어가 있습니다.', '2018년 인구 조사에 따르면 번키 루이지애나의 인구는 3,939명입니다.']. 용어설명과 사실목록을 바탕으로 질문의 답변으로 사실 또는 거짓 둘 중 하나를 선택하세요. 답변 : ",사실
"질문 : 미국 대통령 패러디는 불법인가요?. 용어설명 : 패러디 : 원작을 조롱, 비평 또는 사소하게 만들기 위해 만들어진 모방 작품. 사실목록 : ['미국에서 패러디는 저작권과 관련하여 공정 사용에 따라 보호됩니다.', '정치 지도자에 대한 비판은 수정헌법 제1조에 따라 보호됩니다.']. 용어설명과 사실목록을 바탕으로 질문의 답변으로 사실 또는 거짓 둘 중 하나를 선택하세요. 답변 : ",거짓
"질문 : 마이크 타이슨은 1997년에 에반더 홀리필드에게 맥그루프의 슬로건과 매우 다른 일을 했나요?. 용어설명 : 에반더 홀리필드 : 미국 복서. 사실목록 : ['맥그루프는 전국 범죄 예방 위원회의 애니메이션 개 대변인이었습니다.', '맥그러프의 슬로건은 ""범죄를 한입에""였습니다.', '마이크 타이슨은 1997년 에반더 홀리필드와의 복싱 시합에서 자신의 귀를 물어뜯어 실격 처리되었습니다.']. 용어설명과 사실목록을 바탕으로 질문의 답변으로 사실 또는 거짓 둘 중 하나를 선택하세요. 답변 : ",거짓
"질문 : 하데스는 지하 세계를 느슨하게 지배하나요?. 용어설명 : 지하 세계 : 지하 깊숙한 곳에 위치한 신화 속 망자의 무덤(일명 하데스, 지하 세계). 사실목록 : ['하데스를 통과해야만 지하 세계로 나갈 수 있습니다.', '하데스는 오르페우스가 지하세계에서 유르디케를 데려오기 위해 매우 어려운 임무를 수행하도록 만들었습니다.', '지하 세계의 하데스 신하들은 그의 완전한 통제하에 있습니다.']. 용어설명과 사실목록을 바탕으로 질문의 답변으로 사실 또는 거짓 둘 중 하나를 선택하세요. 답변 : ",거짓
"질문 : Bing(검색 엔진)에서 검색하면 경쟁사보다 더 많은 수익을 얻을 수 있나요?. 용어설명 : 빙 (검색 엔진) : 마이크로소프트의 웹 검색 엔진. 사실목록 : ['Bing(검색 엔진)에는 검색을 수행하여 얻은 포인트를 상품으로 교환할 수 있는 검색 보상 프로그램이 있습니다.', 'Bing(검색 엔진)에는 Google 및 DuckDuckGo와 같은 여러 경쟁업체가 있습니다.', '구글과 덕덕고는 검색 보상 프로그램을 운영하지 않습니다.']. 용어설명과 사실목록을 바탕으로 질문의 답변으로 사실 또는 거짓 둘 중 하나를 선택하세요. 답변 : ",사실
