"질문: 나탈리아는 4월에 친구 48명에게 클립을 팔았고, 그리고 5월에는 그 절반만큼을 팔았습니다. 나탈리아는 4월과 5월에 모두 몇 개의 클립을 팔았을까요? 풀이: 나탈리아는 5월에 48/2 = 24개의 클립을 판매했습니다. 나탈리아는 4월과 5월에 모두 48+24 = 72개의 클립을 판매했습니다. 정답: 72 \n질문: 한 벌의 로브를 만드는 데 파란색 섬유 2 덩이와 그 절반만큼의 흰색 섬유가 필요합니다. 총 몇 덩이의 섬유가 필요한가요? 풀이: ",하얀 섬유로 만든 볼트 1개가 필요합니다. 그러므로 전체 원단 양은 2+1=3개의 볼트입니다. 정답: 3
"질문: 나탈리아는 4월에 친구 48명에게 클립을 팔았고, 그리고 5월에는 그 절반만큼을 팔았습니다. 나탈리아는 4월과 5월에 모두 몇 개의 클립을 팔았을까요? 풀이: 나탈리아는 5월에 48/2 = 24개의 클립을 판매했습니다. 나탈리아는 4월과 5월에 모두 48+24 = 72개의 클립을 판매했습니다. 정답: 72 \n질문: 조쉬는 집을 뒤집어 판매해보기로 결정합니다. 그는 $80,000에 집을 구매하고 $50,000을 수리합니다. 이로 인해 집의 가치가 150% 증가합니다. 그가 얼마의 이익을 얻었습니까? 풀이: ","집과 수리비용은 80,000+50,000=$130,000이 나왔습니다. 그는 집의 가치를 80,000*1.5=120,000만큼 높였습니다. 그래서 집의 새로운 가치는 120,000+80,000=$200,000입니다. 그래서 그는 200,000-130,000=$70,000의 이익을 냈습니다. 정답: 70000"
"질문: 나탈리아는 4월에 친구 48명에게 클립을 팔았고, 그리고 5월에는 그 절반만큼을 팔았습니다. 나탈리아는 4월과 5월에 모두 몇 개의 클립을 팔았을까요? 풀이: 나탈리아는 5월에 48/2 = 24개의 클립을 판매했습니다. 나탈리아는 4월과 5월에 모두 48+24 = 72개의 클립을 판매했습니다. 정답: 72 \n질문: 제임스는 매주 3번씩 3번의 짧은 달리기를 결심합니다. 그는 각각 60미터를 달립니다. 그가 일주일에 총 몇 미터를 달릴까요? 풀이: ",그는 3*3=9번 달려요. 그러므로 그는 9*60=540미터를 달립니다. 정답: 540
"질문: 나탈리아는 4월에 친구 48명에게 클립을 팔았고, 그리고 5월에는 그 절반만큼을 팔았습니다. 나탈리아는 4월과 5월에 모두 몇 개의 클립을 팔았을까요? 풀이: 나탈리아는 5월에 48/2 = 24개의 클립을 판매했습니다. 나탈리아는 4월과 5월에 모두 48+24 = 72개의 클립을 판매했습니다. 정답: 72 \n질문: 매일, 웬디는 각 닭에게 씨앗, 멸치, 채소가 섞인 닭 사료 3컵씩을 주어 건강하게 유지합니다. 그녀는 닭에게 3번의 식사로 사료를 제공합니다. 아침에는 15컵의 사료를 주고, 오후에는 25컵의 사료를 또 다시 주며, 만약 웬디의 닭 떼가 20마리라면, 하루의 마지막 식사에서 닭에게 몇 컵의 사료를 주어야 할까요? 풀이: ","만약 각 닭이 하루에 사료를 3컵씩 먹는다면, 20마리의 닭들에게는 하루에 3*20=60컵의 사료가 필요합니다. 만약 그녀가 아침에 15컵의 사료를 주고, 오후에 25컵의 사료를 준다면, 마지막 식사에는 60-15-25=20컵의 닭 사료가 필요합니다. 정답: 20"
"질문: 나탈리아는 4월에 친구 48명에게 클립을 팔았고, 그리고 5월에는 그 절반만큼을 팔았습니다. 나탈리아는 4월과 5월에 모두 몇 개의 클립을 팔았을까요? 풀이: 나탈리아는 5월에 48/2 = 24개의 클립을 판매했습니다. 나탈리아는 4월과 5월에 모두 48+24 = 72개의 클립을 판매했습니다. 정답: 72 \n질문: 카일러는 새 아파트를 위해 유리잔을 사러 가게에 갔습니다. 하나의 유리잔 가격은 $5이지만, 두 번째 유리잔부터는 가격의 60%만 지불하면 됩니다. 카일러는 16개의 유리잔을 사고 싶습니다. 그들을 위해 얼마를 지불해야 할까요? 풀이: ","한 잔의 할인 가격은 60/100 * 5 = $3입니다. 만약 매 두 번째 잔이 더 싸다면, Kylar는 16 / 2 = 8 잔의 싼 잔을 살 것입니다. 그래서 싼 잔에 대해 Kylar는 8 * 3 = $24를 지불할 것입니다. 그리고 일반 가격의 잔에 대해서는, Kylar는 8 * 5 = $40을 지불할 것입니다. 그래서 Kylar는 구매하려는 잔에 대해 총 24 + 40 = $64를 지불해야 합니다. 정답: 64"
"질문: 나탈리아는 4월에 친구 48명에게 클립을 팔았고, 그리고 5월에는 그 절반만큼을 팔았습니다. 나탈리아는 4월과 5월에 모두 몇 개의 클립을 팔았을까요? 풀이: 나탈리아는 5월에 48/2 = 24개의 클립을 판매했습니다. 나탈리아는 4월과 5월에 모두 48+24 = 72개의 클립을 판매했습니다. 정답: 72 \n질문: 툴루즈는 찰스턴의 양의 두 배를 가지고 있습니다. 찰스턴은 시애틀의 양의 4 배를 가지고 있습니다. 시애틀은 양이 20마리 있으므로, 툴루즈, 찰스턴 및 시애틀이 함께 가지고 있는 양은 얼마입니까? 풀이: ","시애틀에 양이 20마리 있다면, 찰스턴에는 4 * 20 = 80마리의 양이 있습니다. 툴루즈는 찰스턴의 양 수의 두 배인 2 * 80 = 160마리의 양이 있습니다. 세 도시에서는 총 20 + 160 + 80 = 260마리의 양이 있습니다. 정답: 260"
"질문: 나탈리아는 4월에 친구 48명에게 클립을 팔았고, 그리고 5월에는 그 절반만큼을 팔았습니다. 나탈리아는 4월과 5월에 모두 몇 개의 클립을 팔았을까요? 풀이: 나탈리아는 5월에 48/2 = 24개의 클립을 판매했습니다. 나탈리아는 4월과 5월에 모두 48+24 = 72개의 클립을 판매했습니다. 정답: 72 \n질문: 칼라는 200GB 파일을 다운로드하고 있습니다. 보통 그녀는 1분에 2GB를 다운로드할 수 있지만, 다운로드의 40% 지점에서 윈도우가 업데이트를 설치하기 위해 강제로 재시작되어 20분이 걸립니다. 그 후 칼라는 처음부터 다시 다운로드를 시작해야 합니다. 이 파일을 다운로드하는 데 얼마나 걸릴까요? 풀이: ",먼저 파일의 40%가 몇 기가바이트인지 찾습니다: 200 GB * 40% = 80 GB 그런 다음 해당 숫자를 다운로드 속도로 나누어 Windows가 다시 시작될 때까지 걸리는 시간을 찾습니다: 80 GB / 2 GB/분 = 40 분 그런 다음 전체 파일을 다운로드하는 데 걸리는 시간을 찾습니다. : 200 GB / 2 GB/분 = 100 분 그런 다음 파일의 40%를 다운로드하고 전체 파일을 다운로드하고 Windows 업데이트를 기다리는 시간을 더합니다: 40 분 + 100 분 + 20 분 = 160 분 정답: 160
"질문: 나탈리아는 4월에 친구 48명에게 클립을 팔았고, 그리고 5월에는 그 절반만큼을 팔았습니다. 나탈리아는 4월과 5월에 모두 몇 개의 클립을 팔았을까요? 풀이: 나탈리아는 5월에 48/2 = 24개의 클립을 판매했습니다. 나탈리아는 4월과 5월에 모두 48+24 = 72개의 클립을 판매했습니다. 정답: 72 \n질문: 존은 60mph의 속도로 3시간 동안 운전을 하다가 집에서 매우 중요한 것을 깜빡했다는 것을 깨달았습니다. 그는 4시간 안에 집에 도착하려고 노력하지만 처음 2시간 동안 정체 교통에 갇혀 있었습니다. 그는 그 다음 30분 동안 30mph의 속도로 운전한 후 나머지 4시간 동안 80mph의 속도로 운전할 수 있었습니다. 그가 4시간 후에 집으로부터 얼마나 떨어져 있나요? 풀이: ",그가 돌아서면 집으로부터 180마일 떨어져 있었다. 그는 처음 4시간 동안 단지 2시간 운전할 수 있었다. 30분 동안 그는 15마일을 간다. 그는 그 후 1.5시간 더 운전한다. 그 동안 그는 120마일을 간다. 그래서 그는 135마일을 운전했다. 그러므로 그는 집으로부터 45마일 떨어져 있다. 정답: 45
"질문: 나탈리아는 4월에 친구 48명에게 클립을 팔았고, 그리고 5월에는 그 절반만큼을 팔았습니다. 나탈리아는 4월과 5월에 모두 몇 개의 클립을 팔았을까요? 풀이: 나탈리아는 5월에 48/2 = 24개의 클립을 판매했습니다. 나탈리아는 4월과 5월에 모두 48+24 = 72개의 클립을 판매했습니다. 정답: 72 \n질문: 엘리자의 시간당 급여는 일주일에 처음 40시간 동안은 10달러입니다. 그녀는 또한 근무 시간 외에 기본 시간당 급여의 1.2배를 받습니다. 이번 주에 엘리자가 45시간 일했다면, 이번 주 그녀의 수입은 얼마입니까? 풀이: ","엘리자는 45-40 = 5시간의 초과근무 수당을 받을 자격이 있습니다. 엘리자의 초과근무 시간당 급여는 $10 x 1.2 = $12입니다. 그래서, 엘리자는 초과근무 수당으로 $12 x 5 = $60을 받게 됩니다. 엘리자의 일반 주급은 $10 x 40 = $400입니다. 따라서, 엘리자는 이번 주에 $400 + $60 = $460을 총 수입으로 받게 됩니다. 정답: 460"
"질문: 나탈리아는 4월에 친구 48명에게 클립을 팔았고, 그리고 5월에는 그 절반만큼을 팔았습니다. 나탈리아는 4월과 5월에 모두 몇 개의 클립을 팔았을까요? 풀이: 나탈리아는 5월에 48/2 = 24개의 클립을 판매했습니다. 나탈리아는 4월과 5월에 모두 48+24 = 72개의 클립을 판매했습니다. 정답: 72 \n질문: 한 달 동안 새로운 프로그램은 60번 다운로드되었습니다. 두 번째 달의 다운로드 횟수는 첫 번째 달의 다운로드 횟수의 3배였지만, 세 번째 달에는 30% 감소했습니다. 이 프로그램은 총 3개월 동안 얼마나 많이 다운로드되었습니까? 풀이: ","프로그램의 두 번째 달 다운로드 수는 3*60 = 180으로 증가했습니다. 첫 두 달 동안, 프로그램의 총 다운로드 수는 180+60 = 240입니다. 세 번째 달에는 프로그램의 다운로드 수가 30/100*180 = 54만큼 감소했습니다. 세 번째 달에는 180-54 = 126개의 다운로드가 있었습니다. 세 달 동안, 프로그램의 총 다운로드 수는 126+240 = 366입니다. 정답: 366"
